seqnames,start,end,width,strand,L,area,beta,stat,pval,qval,index.start,index.end,index.width
scaffold_1564,1920,1990,71,*,7,6.24956698722355,-2.28455798459829,-43.9876424982159,3.04905936518584e-05,0.000643041452220465,1158024,1158030,7
scaffold_934,6491,6550,60,*,12,10.1033215961182,2.27404106133202,41.5274724220947,3.04905936518584e-05,0.000643041452220465,5115772,5115783,12
scaffold_80,26162,27481,1320,*,31,16.427378871085,-1.69431292181157,-41.1599163298242,3.04905936518584e-05,0.000643041452220465,4811016,4811046,31
scaffold_6,423873,424529,657,*,23,15.2354958214738,-2.00856184590418,-38.0195792949655,3.04905936518584e-05,0.000643041452220465,4194229,4194251,23
scaffold_181,254930,259153,4224,*,136,67.2906220375987,-1.35465852458848,-37.941617508905,3.04905936518584e-05,0.000643041452220465,1567780,1567915,136
scaffold_16,957659,958581,923,*,64,35.6333458279967,1.47242634489815,37.4751127907609,3.04905936518584e-05,0.000643041452220465,1219537,1219600,64
scaffold_32,856668,856685,18,*,6,4.15440247327987,2.39168583633159,37.2337800236306,3.04905936518584e-05,0.000643041452220465,2990100,2990105,6
scaffold_17,1501696,1503408,1713,*,61,32.4002018899654,-1.37504003622536,-36.9102184190929,3.04905936518584e-05,0.000643041452220465,1400089,1400149,61
scaffold_9,160944,161745,802,*,17,8.99101456930616,-1.7381150185062,-36.0804176983699,3.04905936518584e-05,0.000643041452220465,4995337,4995353,17
scaffold_89,673,3440,2768,*,114,63.6262827181988,-1.52057952184753,-35.3519241341835,3.04905936518584e-05,0.000643041452220465,4974355,4974468,114
scaffold_9,64669,66230,1562,*,60,26.1431057951889,-1.25809195924637,-35.2065343274075,3.04905936518584e-05,0.000643041452220465,4992042,4992101,60
scaffold_134,308425,309256,832,*,31,14.2127552527279,-1.48102381934274,-34.2184415076077,3.04905936518584e-05,0.000643041452220465,759141,759171,31
scaffold_74,561411,562108,698,*,23,14.8142079337658,1.89788993959963,33.7343866277824,3.04905936518584e-05,0.000643041452220465,4637321,4637343,23
scaffold_7,584985,586037,1053,*,22,12.674299198617,-1.62162164290162,-33.7236019484285,3.04905936518584e-05,0.000643041452220465,4515674,4515695,22
scaffold_41,919901,921803,1903,*,101,59.5074845444997,-1.60783079615345,-33.6587207345085,3.04905936518584e-05,0.000643041452220465,3504284,3504384,101
scaffold_70,123127,123359,233,*,10,8.24482667644326,-1.93409580874392,-33.4710023506134,3.04905936518584e-05,0.000643041452220465,4538388,4538397,10
scaffold_11,1493912,1494487,576,*,16,9.94013009697105,-1.80895013381983,-33.1243755024122,3.04905936518584e-05,0.000643041452220465,351424,351439,16
scaffold_27,294590,294664,75,*,8,7.00072975441129,-2.33604929024083,-32.9931157163641,3.04905936518584e-05,0.000643041452220465,2560096,2560103,8
scaffold_128,355316,356355,1040,*,31,20.2349207329319,-1.69398442503357,-32.8098202631755,3.04905936518584e-05,0.000643041452220465,627405,627435,31
